name,category,website,phone,address,mapsUrl,rating,reviews,priority,email,notes,websiteScore
"The Language Thailand","language school","http://www.thelanguage-thailand.com/","+66 2 114 3250","42tower, 65 Sukhumvit 42, พระโขนง, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJezO4GeWe4jARsNrUjOHXKR0","5","377","NORMAL","","","6"
"Past Perfect vintage clothing store Bangkok","clothing boutique","","+66 65 469 8669","1003/1-2 Song Wat Rd, Samphanthawong, Bangkok 10100, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_RDGNR-Z4jARO0fHBNIRDf0","4.7","34","HIGH","","",""
"Women's Vintage Clothing by Sugar Cream Vintage","clothing boutique","https://sugarcreamvintage.com/","+66 63 646 4249","Terminal 21 Shopping Mall, Shop No. 1095 (1st Tokyo Floor 88 Soi Sukhumvit 19 Klong-toei Nua, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJPwCAg9Ke4jARMFrS1RBDVac","4.9","104","NORMAL","","","10"
"MOMO TALAT NOI - Concept Store - for the love of all handmade","clothing boutique","https://www.momotalatnoi.com/","+66 93 710 8400","928 Soi Wanit 2, Talat Noi, Khet Samphanthawong, Bangkok 10100, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJmx71vXmZ4jARwoC9pjK6i1w","4.6","88","NORMAL","","","10"
"Siwilai Store","clothing boutique","http://siwilaibkk.com/siwilai-store/","+66 2 160 5809","Level 2, Central Embassy, 1031 Phloen Chit Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJsYbnqDif4jAR5I-k_fcmmUE","4.2","356","NORMAL","","","5"
"Picked Bangkok","clothing boutique","","+66 92 615 4936","3 Floor, Lido Connect, Khwaeng Pathum Wan, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJYS8LFwCf4jAReb4aso9m5YE","5","101","HIGH","","",""
"I wanna Bangkok","clothing boutique","http://www.iwannabangkok.com/","+66 88 782 4151","42 Naradhiwas Rajanagarindra Rd, Si Lom, Khet Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJqUaVOKiZ4jAReQp1ACd6-4U","4.4","45","NORMAL","","","7"
"FreeHand Boutiques - Fashion shop in bangkok Thailand","clothing boutique","http://www.freehandboutiques.com/","+66 2 629 3701","94 Ram Buttri Aly, Talat Yot, Phra Nakhon, Bangkok 10200, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJN56euBWZ4jARy_l8FIHBiBA","4.8","117","NORMAL","","","7"
"Made in Thailand Shop | Souvenirs | Luggage | Sim Card | Thailand Fashion wears | Best Quality Shop in Khaosan","clothing boutique","","+66 61 870 7020","ห้อง A4 อาคาร สหกรณ์ กรุงเทพ สาขา เลขที่ 156 Chakrabongse Rd, Talat Yot, Phra Nakhon, Bangkok 10200 Banglamphu, Talat Yot, Phra Nakhon, Bangkok 10200, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJC-hVrvyZ4jARXOLlUL-CL9o","5","44","HIGH","","",""
"POEM SiamSquareOne","clothing boutique","http://www.poembangkok.com/","+66 2 115 1449","30279, 388 Rama I Rd, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJhULbEtKe4jARgvEoy2mezR8","4.4","18","NORMAL","","","5"
"Luxury29","clothing boutique","https://luxury-29.com/","+66 80 265 1979","392, 18 Siam Square Soi 5, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJU7_iIcaf4jAR5x5GOp54JpI","4.9","633","NORMAL","","","9"
"Fat Boys Fashion by OM / Big and Tall","clothing boutique","http://www.omplussize.com/","+66 96 959 4965","Krung Thong Plaza Pratunam, Floor 2, Thanon Phaya Thai, Ratchathewi, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJH4cMM9qf4jAROCCFzJ6l2fY","4.9","985","NORMAL","","","6"
"NEENA SEHGAL Indian clothing boutique","clothing boutique","https://m.facebook.com/pages/category/Fashion-Designer/NEENA-Sehgal-indian-clothing-store-812267688887580/","+66 86 086 8385","98/1, D.S. Tower 1, Soi Phrom chit,, sukhumvit soi 33, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJxd6WIvye4jAR7KVRH7j0rQI","4.9","32","HIGH","","",""
"Bangkok Muscle Shop","clothing boutique","https://www.bangkokmuscleshop.com/","+66 63 372 1818","Platinum Fashion Mall 222 Phetchaburi Rd 4th Floor - Shop, 1220 1221, Thanon Phaya Thai, Ratchathewi, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJMUrJUvyf4jARGQahCo5TvKw","4.9","115","NORMAL","","","10"
"Malika Boutique","clothing boutique","http://facebook.com/karrasmalika","+66 95 852 9779","631 Sukhumvit Alley 22, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ6-jzXwWf4jAR7heIEBLclMw","5","1","NORMAL","","","8"
"Ricochet Boutique","clothing boutique","http://ricochetboutique.com/","+66 2 051 6267","Unit 1145-1146 , 1st Floor, Terminal 21 Shopping Mall 88 Soi Sukhumvit 19 Klongtoei, Nue, Thawi Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJIzVsqHqf4jARw2S26AcjciU","4.3","10","NORMAL","","","8"
"OM ORRAPUN MISIR ( Plus Size )","clothing boutique","http://www.omplussize.com/","+66 96 959 4965","Krung Thong Plaza Pratuwan 2nd Floor 2031 and 2043, Phaya Thai, Ratchathewi, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJD-zBSc-e4jARkcpf6vyznFw","4.9","52","NORMAL","","","6"
"RÁM FASHION Bangkok","clothing boutique","","","358/1 ถ. วิสุทธิกษัตริย์, Ban Phan Thom, Phra Nakhon, Bangkok 10200, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJa9H5YgCZ4jARaADoBxSm1ts","4.6","41","HIGH","","",""
"RAGTAG One Bangkok","clothing boutique","http://www.ragtagthailand.com/","+66 85 515 3778","The Storeys, One Bangkok, 2239 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ3-1zcQCf4jARkNnClAvem3U","4.7","15","NORMAL","","","8"
"Big and Tall PLUS SIZE FASHION by OM Orrapun Misir","clothing boutique","https://www.omplussize.com/","+66 61 446 9654","Krung Thong Plaza 2080 Petchaburi Rd, Phaya Thai, Ratchathewi, 2 nd Floor 2031, Pratunaum, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ-R4ckfCf4jAROmOC7JQEPjU","4.9","44","NORMAL","","","8"
"Toanoi House Souvenir Bangkok","clothing boutique","https://toanoi.com/","+66 93 834 9925","259/80 Sukhumvit Rd, Khwaeng Phra Khanong Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJDZee6O6f4jARF8hKp6cIUQM","5","48","NORMAL","","","10"
"Bangkok Air Catering Co., Ltd.","catering company","http://www.bangkokaircatering.com/","+66 2 131 7500","888, Moo1, Nong Prue, Bang Phli District, Samut Prakan 10540, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ0bLqw6ZeHTERCxG5ksj4NMg","4.4","196","NORMAL","","","8"
"The Chef Catering Co,.Ltd.","catering company","http://www.thechefcatering.com/","+66 87 789 6639","5 เฉลิมพระเกียรติรัชกาลที่ 9 ซอย 6, Nong Bon, Prawet, Bangkok 10250, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ0c9cEyRnHTERdJxnKuZvBBw","4.5","21","NORMAL","","","5"
"Bangkok Catering","catering company","https://bangkokcatering.com/","+66 64 932 3315","39/4 Sukhumvit 26 Road, Khlong Tan, Ket, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJmdMg0gmf4jAR2W-vAYvxPXw","5","6","NORMAL","","","10"
"DeeCatering ดีเคเทอริ่ง","catering company","https://www.deecatering.com/","+66 82 782 8958","12, 1 Ramkhamhaeng 21 Alley, Lane 1, Phlabphla, Wang Thonglang, Bangkok 10310, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJDeQ14vqd4jAR9r5uMLgYgRg","4.7","39","NORMAL","","","10"
"Catering bangkok","catering company","","","67/539 Soi Kaset, Thung Song Hong, Lak Si, Bangkok 10210, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ01I8AVuD4jAR7YQ6nyyTkM4","5","5","HIGH","","",""
"Set and Serve Catering","catering company","https://www.setandservecatering.com/","+66 2 120 4564","51, 51/1 Sun Wichai 8 Alley, Bang Kapi, Huai Khwang, Bangkok 10310, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJi0kdnVWd4jARveyuPzSvl3c","4.3","18","NORMAL","","","10"
"Charm Catering","catering company","http://www.charm.catering/","","241 Ratchawithi Rd, Suan Chitlada, Dusit District, Bangkok 10300, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJrVXgKVKZ4jARhcd_ASuiGwk","4.5","22","NORMAL","","","8"
"Annasiri Catering","catering company","","+66 93 695 3889","1414, 330 Sukhumvit Rd, Prakanong, Klongtoei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJvzNrzvyf4jARPFG1T86Ssgs","5","2","HIGH","","",""
"Foodhouse Catering Service","catering company","http://www.foodhouse.co.th/","+66 2 741 8800","234 Soi Sukhumvit 101, Bang Chak, Phra Khanong, Bangkok 10260, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJNdXLxZEr_0IRHaLOe0cZYyQ","5","1","NORMAL","","","8"
"นาทอง เคเทอริ่ง Nathong Catering","catering company","http://www.nathongcatering.com/","+66 99 258 9994","585/8 ซ, Phromsiri Alley, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJaRaT2Taf4jARVu5_qyvVfW8","5","2","NORMAL","","","8"
"บริษัท ออล สไปซ์ เคเทอร์ริ่ง จำกัด (ALL SPIZE CATERING CO., LTD)","catering company","http://www.allspize.com/","+66 2 279 8711","408/120 ชั้น 28 อาคารพหลโยธินเพลส, Samsen Nai, Phaya Thai, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJAYkAyOqe4jARkAGUF5DY0j8","5","2","NORMAL","","","6"
"Le Siamois Bangkok Private chef thai and catering service","catering company","","+66 95 891 1629","2/71 The Grand , Soi Mahatlek Luang 2, Ratchadamri Rd, Lumphini, Pathum wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJP1uBU9ee4jAR0RPBnVJSr-g","4.5","4","HIGH","","",""
"Kinkao (Office Catering)","catering company","http://www.kinkao.co/","+66 80 000 0000","เลขท่ี 1035/22 ชั้น 1, ทางเข้าอยู่หลังอาคาร, บริเวณลานจอดรถ, 41 Sukhumvit 71 Rd, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ3VujoFCe4jAR3lZW4BqIPAc","4.7","20","NORMAL","","","8"
"View Rooftop Bangkok","rooftop bar","https://viewrooftopbarbangkok.com/","+66 2 209 1700","9th Floor, Novotel Bangkok, Platinum Pratunam, 220 Phetchaburi Rd, Thanon Phetchaburi, Ratchathewi, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJR4LgSl-f4jARSMzR8x4RA3E","4.8","1751","NORMAL","","","10"
"The Speakeasy Rooftop Bar Bangkok","rooftop bar","https://www.thespeakeasyrooftopbarbangkok.com/","+66 2 630 4000","55, 555 Lang Suan Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ5178Viqf4jARZKFL40SO2RU","4.7","2764","NORMAL","","","10"
"Yào Rooftop Bar","rooftop bar","https://www.yaobangkok.com/","+66 2 088 5666","Rooftop of Bangkok Marriott Hotel The Surawongse 262 Surawong Rd, 262 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJdZuv9YGZ4jARx9IOZR1qpAs","4.6","728","NORMAL","","","10"
"Blue Sky Rooftop Restaurant & Bar at Centara Grand at Central Plaza Ladprao Bangkok","rooftop bar","http://www.centarahotelsresorts.com/bluesky/","+66 2 541 1234","1695 Centara Grand at Central plaza, Ladprao, 24 Fl, Chatuchak, Bangkok 10900, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJZen-Mlqc4jAR9Qiuu1zLBw8","4.8","1310","NORMAL","","","7"
"Top Knot Rooftop Bar & Restaurant","rooftop bar","https://www.hotelonce.com/rooftop-bar-bangkok.php","+66 2 688 2596","2074, 99 Charoen Krung 72/2 Alley, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJCwKh_5WY4jARfkDfirElh90","4.8","1269","NORMAL","","","10"
"Octave Rooftop Lounge & Bar","rooftop bar","https://www.sevenrooms.com/reservations/octaverooftoploungebarbkkms/goog","+66 2 797 0000","2 ซอย, Sukhumvit Rd, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJhxshNqWf4jARgYxEW8hBGcE","4.4","6041","NORMAL","","","10"
"Above Eleven Rooftop Bar & Restaurant","rooftop bar","https://aboveeleven.com/bangkok/","+66 2 038 5111","Fraser Suites, 38/8 Sukhumvit Rd, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJAVT7t-ie4jARe7wAWZrzW4U","4.6","5968","NORMAL","","","9"
"Sky Bar","rooftop bar","http://www.lebua.com/sky-bar","+66 2 624 9555","64th Floor, State Tower Bangkok, 1055 Si Lom Rd, Si Lom, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJVTBnbMWY4jARzZ5CS7DwHVk","3.9","6923","NORMAL","","","7"
"Sato San Rooftop Bar","rooftop bar","https://www.satosanrooftopbar.com/","+66 2 209 5999","111 Ratchadamri Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ6Vhm6Baf4jARdunalBbPskU","5","1704","NORMAL","","","10"
"Red Sky","rooftop bar","http://www.bangkokredsky.com/","+66 2 100 6255","999, 99 Rama I Rd, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJaWYJu8-e4jARCqFsNRnGKxo","4.5","4559","NORMAL","","","8"
"Vanilla Sky Rooftop Bar","rooftop bar","https://skyviewhotel.com/bangkok/dining/vanilla-sky-rooftop-bar/","+66 2 011 1156","SKYVIEW Hotel Bangkok, 35th Floor, 12 Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ3wk3YgGf4jARaf3iAhj4VWI","4.3","438","NORMAL","","","9"
"SIN Rooftop Bar Bangkok","rooftop bar","https://sin.seenrooftopbangkok.com/","+66 2 431 9472","Avani+ Riverside Bangkok Hotel, 257 Charoen Nakhon Rd, Samre, Thon Buri, Bangkok 10600, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJVwZugw2Z4jARb9AqXVD9nRk","4.9","1171","NORMAL","","","10"
"Sky Beach Bangkok","rooftop bar","https://www.standardhotels.com/bangkok/features/skybeach-rooftopbar-bkk","+66 2 085 8888","78th Floor, The Standard, Bangkok Mahanakhon, 114 Naradhiwas Rajanagarindra Rd, Si Lom, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJF4OXv_WZ4jARbcNPlcou0Yo","4.6","1045","NORMAL","","","10"
"Pastel Rooftop Bar & Mediterranean Dining","rooftop bar","https://www.pastelbangkok.com/?utm_source=google-business-profile&utm_medium=organic","+66 95 703 5679","22nd floor, Aira Hotel, 14 Sukhumvit 11 Aly, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJbY9lxyKf4jARNf9VogDC-jA","4.5","2045","NORMAL","","","10"
"Tichuca Rooftop Bar","rooftop bar","http://tichuca.co/","+66 65 878 5562","ตึก ที วัน ชั้น 46, Soi Sukhumvit 40, Phra Khanong, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJPXYszxSf4jARvqTluQfT_is","4.2","6826","NORMAL","","","7"
"Starlight Rooftop Bar","rooftop bar","https://starlightrooftopbarbangkok.com/?trackingCode=GBP#book","+66 2 352 4999","R Floor, 222 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJL9CeFuGZ4jARQuX3E4CjsHE","4.7","445","NORMAL","","","10"
"Axis & Spin Rooftop Restaurant & Bar (38th floor)","rooftop bar","https://montraj.com/continent-hotel/axis-and-spin-restaurant/","+66 2 686 7000","38th Floor, 413 Sukhumvit Rd, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJFQlcIOOe4jARjPvJp7kSngI","4.8","1669","NORMAL","","","10"
"Three Sixty Lounge","rooftop bar","http://www3.hilton.com/en/hotels/thailand/millennium-hilton-bangkok-BKKHITW/dining/index.html","+66 2 442 2062","123 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJbSLDx92Y4jARM9xY2YMxPN8","4.5","757","NORMAL","","","8"
"Bangkok Heightz Rooftop (Restaurant & Bar 39th floor)","rooftop bar","https://montraj.com/continent-hotel/bangkok-heightz-rooftop-restaurant-sukhumvit/","+66 2 686 7000","413 ชั้น 39, โรงแรม เดอะ คอนทิเนนท์, Sukhumvit Rd, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_QYAIOOe4jARxBtLupRX4u4","4.8","2667","NORMAL","","","9"
"Sanay Rooftop Bar Khaosan - เสน่ห์ รูฟท็อป บาร์ ข้าวสาร","rooftop bar","https://thegravitiquehotel.com/dining/sanay-rooftop-bar/","+66 2 121 4415","19 Thanon Tani, Talat Yot, Phra Nakhon, Bangkok 10200, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJlfTGdoSZ4jAR3QxxLj97yVM","4.8","608","NORMAL","","","10"
"WKK Muay Thai Gym","muay thai gym","https://wkkgym.com/","+66 93 660 7871","153/3 Lat Phrao Rd, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJA7zcr3qd4jARnOk6EsRaONA","5","49","NORMAL","","","9"
"F.A.GROUP MUAYTHAI BANGKOK","muay thai gym","http://www.fagroupmuaythai.com/","+66 81 826 1515","270 Vibhavadi Rangsit Rd, Chom Phon, Chatuchak, Bangkok 10900, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJs3VKT0ec4jARP0GraiScje8","4.7","114","NORMAL","","","6"
"Asana Yoga","yoga studio","http://www.facebook.com/asanayogabkk","+66 61 919 9455","88/1 Eight Thonglor ,LG Floor, Thong Lo, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJvUSbgPOf4jARx70SXQ9Ah_c","4.9","56","NORMAL","","","8"
"Metro Beauty Centers Co., Ltd. (The Metro Clinic)","aesthetic clinic","https://www.metrobeautycenters.com/","+66 83 189 8931","PARK VENTURES ECOPLEX, Level 2, 57 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJUTfAlpif4jARwHwu3H2zjXY","5","270","NORMAL","","","10"
"V Clinic WellnessCenter Emporium","aesthetic clinic","https://www.vclinicwellnesscenter.com/","+66 92 573 7888","594 Sukhumvit Rd, Khlong Tan Nuea, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJTUetVE2f4jARk_NS5WsgaYc","5","442","NORMAL","","","error"
"Poetic Oriental Studio Bangkok","photography studio","https://www.facebook.com/profile.php?id=61555691589085","+66 80 016 0078","1270, 1272 Rama IV Rd, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJgcO4Anyf4jARjhWktC3NvcQ","5","220","NORMAL","","","10"
"HOLO+FACE Photography Studio（EMSPHERE ชั้น 1）Portrait,Artistic Portrait,Headshot,ID Photo,Pet & Family Portrait","photography studio","https://holoface.co.th/","+66 2 180 5655","10100, Thailand, Krung Thep Maha Nakhon, Khlong Toei, Bangkok, Sukhumvit Rd","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ1STZpB2f4jARd4sIXYT9FVE","5","190","NORMAL","","","9"
"Nana Photo Studio - BKK","photography studio","","+66 97 137 0168","392, 15 Maha Rat Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJc3kHdheZ4jARU6sIG-UA-FY","4.4","289","HIGH","","",""
"Swing Photo Studio BKK","photography studio","https://www.swingstudiobkk.com/","","578/5 Baan Bodin Exclusive, Soi Lat Phrao 112, Phlabphla, Wang Thonglang, Bangkok 10310, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJXaG1FQGe4jAR6DVxO57fnvw","4.9","14","NORMAL","","","9"
"See Through wedding","wedding planner","https://www.facebook.com/Seethroughwedding","+66 81 817 9881","589 Lat Phrao 107 Alley, Lane 25, Khlong Chan, Bang Kapi, Bangkok 10240, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJmTzQsBtiHTERW6kGra99dmA","4.5","22","NORMAL","","","10"
"Be My Guest - Wedding Planner Bangkok","wedding planner","https://bemyguest.events/","+66 82 568 6146","The Racquet Club (RQ49), RQ1304, 3 fl., Buld, 1 Sukhumvit 49/9 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJkaqaaACf4jAROisu3Y8BE2E","","","NORMAL","","","10"
"SUN LEISUREWORLD CORPORATION CO.,LTD.","tour operator","https://sunleisureworld.com/","+66 81 583 6668","23rd Floor, Athenee Tower, 63 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ3ZWEGQyY4jAR4W646g4-8LI","4.6","604","NORMAL","","","10"
"Secrets of Siam Co., Ltd.","tour operator","https://www.lessecretsdusiam.com/","+66 61 175 5032","989 Siam Piwat Tower 12A Floor office TT-13, Rama I Rd, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJf9pkItCe4jARniEHAXVGdYQ","4.9","369","NORMAL","","","9"
"N Bangkok Best Tour Co., Ltd.","tour operator","http://www.bangkokbesttravel.com/","+66 86 903 2963","17/1 Prachum Alley, Suriya Wong, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJcZZ2_9KY4jAR1KSdpPgQnEs","4.9","69","NORMAL","","","8"
"Quality Thai Guide","tour operator","https://www.qualitythaiguide.com/","+66 98 514 9626","85/270, Samae Dam, Bang Khun Thian, Bangkok 10150, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJq6qqquq84jARJpFo2GWfqhU","5","752","NORMAL","","","9"
"THAI SABAI LIFE","tour operator","https://toursinbangkok.com/","+66 2 468 0744","5/73 Wararom 81 Village, Bang Bon 5 Rd, Bang Bon Nuea, Bang Bon, Bangkok 10150, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJz58CtdO94jARdhDW3luc7gE","5","42","NORMAL","","","10"
"AUA Language Center, Ratchadamri","language school","https://www.auathailand.org/","+66 2 114 7625","179 Ratchadamri Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_79Dotee4jARcCj3A7n3_UE","4.6","68","NORMAL","","","10"
"Speak Thai Easy Co.,Ltd","language school","https://www.speakthaieasy.com/?fbclid=PAAaa8PtB_EbjNOHhND0Vlh-cWs1b_6LbIAkg1oAppQ5LqjCDOqfp6n6Nftok_aem_AXDDwUyg6Yu-R6OF7yob1i3sFRNtF5kx3ygCUd_QhGrXbVJbCLnaWpjpq_YYO-yFRhU","+66 95 653 9798","10400 Sukhumvit Rd, Khlongtoiey, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJc09yNoee4jARpoB3U54Nk7A","4.9","119","NORMAL","","","10"
"Bubble Language School | โรงเรียนสอนภาษาบับเบิ้ล","language school","https://bubblelanguageschool.org/","+66 92 854 5564","161 Sukhumvit 81 Alley, Prakhanong Nua, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJf0mzpumf4jARvvi-xHxa8nA","4.9","82","NORMAL","","","8"
